name,form
BENZOYL PEROXIDE,CLEANSER
BENZOYL PEROXIDE,Gel
BENZOYL PEROXIDE,Foam
BENZOYL PEROXIDE,TOWELETTE
BENZPHETAMINE HCL,Tablet
BENZTROPINE MESYLATE,Tablet
BENZTROPINE MESYLATE,AMPUL
BENZTROPINE MESYLATE,VIAL
BEOVU,VIAL
BEOVU,Syringe
BEPOTASTINE BESILATE,Drops
BEPREVE,Drops
BERINERT,Kit
BESER,Lotion
BESER KIT,KT LOTN CE
BESIVANCE,Eye Dropper
BESPONSA,VIAL
BESREMI,Syringe
BETA 1,Kit
BETA CAROTENE,Capsule
BETA HC,Lotion
BETADINE,Solution
BETADINE,Ointment
BETADINE,MED. SWAB
BETADINE,MED. PAD
BETADINE,LIQUID PKT
BETADINE,SPRAY
BETADINE,GEL (ML)
BETAINE ANHYDROUS,Powder
BETAMETHASONE DIPROP AUGMENTED,Cream (g)
BETAMETHASONE DIPROP AUGMENTED,Ointment
BETAMETHASONE DIPROP AUGMENTED,Lotion
BETAMETHASONE DIPROP AUGMENTED,Gel
BETAMETHASONE DIPROPIONATE,Cream (g)
BETAMETHASONE DIPROPIONATE,Ointment
BETAMETHASONE DIPROPIONATE,Lotion
BETAMETHASONE SOD PHOS-ACETATE,VIAL
BETAMETHASONE VALERATE,Ointment
BETAMETHASONE VALERATE,Cream (g)
BETAMETHASONE VALERATE,Foam
BETAMETHASONE VALERATE,Lotion
BETAPACE,Tablet
BETAPACE AF,Tablet
BETASAL,Shampoo
BETASEPT,Liquid
BETASERON,Kit
BETATEMP,Oral Suspension
BETAXOLOL HCL,Drops
BETAXOLOL HCL,Tablet
BETHANECHOL CHLORIDE,Tablet
BETHKIS,Drops
BETHKIS,AMPUL-NEB
BETIMOL,Drops
BETOPTIC S,Eye Dropper
BEVESPI AEROSPHERE,HFA AER AD
BEXAROTENE,Capsule
BEXAROTENE,Gel
BEYAZ,Tablet
BICALUTAMIDE,Tablet
BICILLIN C-R,Syringe
BICILLIN L-A,Syringe
BICNU,VIAL
BIDIL,Tablet
BIJUVA,Capsule
BIKTARVY,Tablet
BILTRICIDE,Tablet
BIMATOPROST,DROP W/APP
BIMATOPROST,Drops
BINOSTO,TABLET EFF
BIO-RYTUSS,Liquid
BIOCOTRON,Liquid
BIOGLO,STRIP
BIOLON,Syringe
BION TEARS,Drops
BION TEARS,Ointment
BION TEARS,DROPERETTE
BIONEL,Solution
BIONEL PEDIATRIC,Liquid
BIORPHEN,AMPUL
BIOTHRAX,VIAL
BISACODYL,TABLET DR
BISACODYL,SUPP.RECT
BISACODYL,ENEMA
BISMATROL,Chewable Tablet
BISMATROL,Oral Suspension
BISMUTH,Chewable Tablet
BISMUTH SUBSALICYLATE,Chewable Tablet
BISMUTH SUBSALICYLATE,Oral Suspension
BISOPROLOL FUMARATE,Tablet
BISOPROLOL-HYDROCHLOROTHIAZIDE,Tablet
BIVALIRUDIN,VIAL
BIVALIRUDIN,VIAL PORT
BIVIGAM,VIAL
BLANCHE,Cream (g)
BLENREP,VIAL
BLEOMYCIN SULFATE,VIAL
BLINCYTO,Kit
BLINK TEARS,Drops
BLIS-TO-SOL,Solution
BLISOVI 24 FE,Tablet
BLISOVI FE,Tablet
BLOXIVERZ,Syringe
BLOXIVERZ,VIAL
BLUE-EMU LIDOCAINE PATCH,Patch
BLUE-EMU LIDOCAINE PATCH,SPRAY
BOIL EASE,Ointment
BOIL RELIEF,Ointment
BONINE,Tablet
BONINE,Chewable Tablet
BONIVA,Tablet
BONIVA,VIAL
BONIVA,Syringe
BONJESTA,TAB IR DR
BOOSTRIX TDAP,Syringe
BOOSTRIX TDAP,VIAL
BORTEZOMIB,VIAL
BOSENTAN,Tablet
BOSULIF,Tablet
BOTOX,VIAL
BOTOX COSMETIC,VIAL
BOUDREAUXS,Ointment
BOUDREAUXS,OINT PACK
BOUDREAUXS,SPRAY
BP,Gel
BP 10-1,CLEANSER
BP WASH,CLEANSER
BP WASH,Gel
BP WASH,Foam
BP WASH,TOWELETTE
BPCO,Ointment
BPO,Gel
BPO,TOWELETTE
BRAFTOVI,Capsule
BREO ELLIPTA,BLST W/DEV
BRETYLIUM TOSYLATE,VIAL
BREVIBLOC,VIAL
BREVITAL SODIUM,VIAL
BREXAFEMME,Tablet
BREYANZI,VIAL
BREZTRI AEROSPHERE,HFA AER AD
BRIDION,VIAL
BRIELLYN,Tablet
BRILINTA,Tablet
BRIMONIDINE TARTRATE,Drops
BRIMONIDINE TARTRATE,GEL W/PUMP
BRIMONIDINE TARTRATE-TIMOLOL,Drops
BRINZOLAMIDE,Eye Dropper
BRIUMVI,VIAL
BRIVIACT,Tablet
BRIVIACT,Solution
BRIVIACT,VIAL
BROHIST D,Tablet
BROMFED DM,SYRUP
BROMFENAC SODIUM,Drops
BROMOCRIPTINE MESYLATE,Tablet
BROMOCRIPTINE MESYLATE,Capsule
BROMPHENIRAMINE-PSEUDOEPHED-DM,SYRUP
BROMSITE,Drops
BRONCHIAL ASTHMA RELIEF,Tablet
BRONCHITOL,CAP W/DEV
BRONKAID DUAL ACTION,Tablet
BRONTUSS SF,Liquid
BROVANA,VIAL-NEB
BRUKINSA,Capsule
BRYHALI,Lotion
BSP 0820,Kit
BSS,IRRIG SOLN
BSS PLUS,IRRIG SOLN
BUDESONIDE,AMPUL-NEB
BUDESONIDE,SPRAY/PUMP
BUDESONIDE DR,CAPDR - ER
BUDESONIDE EC,CAPDR - ER
BUDESONIDE ER,TABDR - ER
BUDESONIDE-FORMOTEROL FUMARATE,HFA AER AD
BUFFERED ASPIRIN,Tablet
BUFFERED LIDOCAINE,Syringe
BUFFERIN,Tablet
BUMETANIDE,Tablet
BUMETANIDE,VIAL
BUPAP,Tablet
BUPHENYL,Tablet
BUPHENYL,Powder
BUPIVACAINE HCL,VIAL
BUPIVACAINE HCL,AMPUL
BUPIVACAINE HCL-EPINEPHRINE,VIAL
BUPIVACAINE HCL-EPINEPHRINE,CARTRIDGE
BUPIVACAINE-DEXTROSE,AMPUL
BUPRENEX,AMPUL
BUPRENORPHINE,Patch 
BUPRENORPHINE HCL,Subligual Tab
BUPRENORPHINE HCL,FILM
BUPRENORPHINE HCL,VIAL
BUPRENORPHINE HCL,CARTRIDGE
BUPRENORPHINE-NALOXONE,FILM
BUPRENORPHINE-NALOXONE,Subligual Tab
BUPROPION HCL,Tablet
BUPROPION HCL SR,TAB SR 12H
BUPROPION HCL SR,Tablet ER 12H
BUPROPION XL,Tablet ER 24H
BURN RELIEF,Gel
BURN RELIEF,SPRAY
BURN RELIEF W-ALOE,SPRAY
BUSPIRONE HCL,Tablet
BUSULFAN,VIAL
BUSULFEX,VIAL
BUTALB-ACETAMINOPH-CAFF-CODEIN,Capsule
BUTALBITAL-ACETAMINOPHEN,Tablet
BUTALBITAL-ACETAMINOPHEN,Capsule
BUTALBITAL-ACETAMINOPHEN-CAFFE,Tablet
BUTALBITAL-ACETAMINOPHEN-CAFFE,Capsule
BUTALBITAL-ASPIRIN-CAFFEINE,Capsule
BUTALBITAL-ASPIRIN-CAFFEINE,Tablet
BUTENAFINE HCL,Cream (g)
BUTORPHANOL TARTRATE,SPRAY
BUTORPHANOL TARTRATE,VIAL
BUTRANS,Patch 
BYDUREON BCISE,AUTO INJCT
BYETTA,PEN INJCTR
BYFAVO,VIAL
BYLVAY,PEL DSP CP
BYLVAY,Capsule
BYOOVIZ,VIAL
BYSTOLIC,Tablet
C COMPLEX,Tablet
C-1000,Tablet
C-1000 WITH ROSE HIPS,Tablet
C-500,Chewable Tablet
C-500,Tablet
C-LAX LAXATIVE,TABLET DR
CABENUVA,SUSER VIAL
CABERGOLINE,Tablet
CABLIVI,Kit
CABOMETYX,Tablet
CADUET,Tablet
CAFCIT,VIAL
CAFCIT,Solution
CAFFEINE,Tablet
CAFFEINE AND SODIUM BENZOATE,VIAL
CAFFEINE CITRATE,VIAL
CAFFEINE CITRATE,Solution
CAL-GEST,Chewable Tablet
CAL-GEST,Oral Suspension
CAL-GEST,Tablet
CAL-GEST,Powder
CALACLEAR,Lotion
CALADRYL,Lotion
CALADRYL CLEAR,Lotion
CALAGESIC,Lotion
CALAHIST,Lotion
CALAHIST CLEAR,Lotion
CALAMINE CLEAR,Lotion
CALAMINE MEDICATED,Lotion
CALAMINE PLUS,Lotion
CALAN SR,Tablet
CALAN SR,CAP24H PEL
CALCET PETITES,Tablet
CALCIDOL,Drops
CALCIPOTRIENE,Cream (g)
CALCIPOTRIENE,Ointment
CALCIPOTRIENE,Solution
CALCIPOTRIENE,Foam
CALCIPOTRIENE-BETAMETHASONE,SUSPENSION
CALCIPOTRIENE-BETAMETHASONE DP,Ointment
CALCITONIN-SALMON,SPRAY/PUMP
CALCITONIN-SALMON,VIAL
CALCITRIOL,Capsule
CALCITRIOL,Solution
CALCITRIOL,Ointment
CALCITRIOL,AMPUL
CALCIUM,Tablet
CALCIUM,Chewable Tablet
CALCIUM 250-VIT D3,Tablet
CALCIUM 500-VIT D3,Tablet
CALCIUM 500-VIT D3,Chewable Tablet
CALCIUM 600-VIT D3,Tablet
CALCIUM 600-VIT D3,Capsule
CALCIUM ACETATE,Capsule
CALCIUM ACETATE,Tablet
CALCIUM ANTACID,Chewable Tablet
CALCIUM CARBONATE,Chewable Tablet
CALCIUM CARBONATE,Oral Suspension
CALCIUM CARBONATE,Tablet
CALCIUM CARBONATE,Powder
CALCIUM CHLORIDE,Syringe
CALCIUM CHLORIDE,VIAL
CALCIUM CITRATE - VITAMIN D,Tablet
CALCIUM CITRATE - VITAMIN D3,Tablet
CALCIUM CITRATE-D,Tablet
CALCIUM CITRATE-VIT D3,Tablet
CALCIUM CITRATE-VITAMIN D3,Tablet
CALCIUM CITRATE-VITAMIN D3,Liquid
CALCIUM DISODIUM VERSENATE,AMPUL
CALCIUM GLUCONATE,Tablet
CALCIUM GLUCONATE,VIAL
CALCIUM GLUCONATE-NACL,PLAST. BAG
CALDECORT,Cream (g)
CALDOLOR,VIAL
CALDOLOR,PIGGYBACK
CALDYPHEN,Lotion
CALDYPHEN CLEAR,Lotion
CALICYLIC,Cream (g)
CALLUS REMOVERS,Patch
CALQUENCE,Tablet
CALQUENCE,Capsule
CALTRATE 600 PLUS D3,Tablet
CALTRATE 600 PLUS D3,Capsule
CALYPXO HP,Cream (g)
CAMBIA,Tablet
CAMBIA,Capsule
CAMBIA,POWD PACK
CAMILA,Tablet
CAMPATH,VIAL
CAMPHOTREX,GEL W/APPL
CAMPHOTROL,GEL W/APPL
CAMPTOSAR,VIAL
CAMRESE,TBDSPK 3MO
CAMRESE LO,TBDSPK 3MO
CAMZYOS,Capsule
CANASA,TABLET DR
CANASA,SUPP.RECT
CANASA,ENEMA
CANASA,ENEMA KIT
CANCIDAS,VIAL
CANDESARTAN CILEXETIL,Tablet
CANDESARTAN-HYDROCHLOROTHIAZID,Tablet
CAPASIL,CREAM(ML)
CAPASTAT SULFATE,VIAL
CAPECITABINE,Tablet
CAPEX SHAMPOO,Shampoo
CAPLYTA,Capsule
CAPMIST DM,Tablet
CAPRELSA,Tablet
CAPSAICIN,Cream (g)
CAPSAICIN,Patch
CAPSAICIN,Liquid
CAPTOPRIL,Tablet
CAPTOPRIL-HYDROCHLOROTHIAZIDE,Tablet
CAPZASIN,GEL W/APPL
CAPZASIN,Liquid
CARAC,Cream (g)
CARAFATE,Tablet
CARAFATE,Oral Suspension
CARBAGLU,TAB DISPER
CARBAMAZEPINE,Tablet
CARBAMAZEPINE,Chewable Tablet
CARBAMAZEPINE,Oral Suspension
CARBAMAZEPINE ER,Tablet ER 12H
CARBAMAZEPINE ER,CPMP 12HR
CARBATROL,Tablet ER 12H
CARBATROL,CPMP 12HR
CARBIDOPA,Tablet
CARBIDOPA-LEVODOPA,Tablet
CARBIDOPA-LEVODOPA,TAB RAPDIS
CARBIDOPA-LEVODOPA ER,Tablet
CARBIDOPA-LEVODOPA-ENTACAPONE,Tablet
CARBINOXAMINE MALEATE,Tablet
CARBINOXAMINE MALEATE,Liquid
CARBOPLATIN,VIAL
CARBOXYMETHYLCELLULOSE SODIUM,Drops
CARBOXYMETHYLCELLULOSE SODIUM,DROPERETTE
CARBOXYMETHYLCELLULOSE SODIUM,DRP LQ GEL
CARBOXYMETHYLCELLULOSE SODIUM,DROPER GEL
CARDIZEM,Tablet
CARDIZEM,VIAL
CARDIZEM,VIAL PORT
CARDIZEM CD,Capsule ER 24H
CARDIZEM LA,Tablet ER 24H
CARDURA,Tablet
CARDURA XL,TAB ER 24
CARGLUMIC ACID,TAB DISPER
CARISOPRODOL,Tablet
CARISOPRODOL COMPOUND,Tablet
CARISOPRODOL-ASPIRIN,Tablet
CARISOPRODOL-ASPIRIN-CODEINE,Tablet
CARMUSTINE,VIAL
CARNITOR,VIAL
CARNITOR,Tablet
CARNITOR,Solution
CARNITOR SF,Solution
CAROSPIR,Oral Suspension
CARTEOLOL HCL,Drops
CARTIA XT,Capsule ER 24H
CARVEDILOL,Tablet
CARVEDILOL ER,CPMP 24HR
CARVYKTI,PLAST. BAG
CASIRIVIMAB (REGN10933) (EUA),VIAL
CASIRIVIMAB-IMDEVIMAB (EUA),VIAL
CASODEX,Tablet
CASPOFUNGIN ACETATE,VIAL
CASTELLANI PAINT,Liquid
CASTELLANI PAINT MODIFIED,Liquid
CASTIVA COOLING,Liquid
CASTIVA WARMING,Liquid
CASTOR OIL,OIL
CATAPRES-TTS 1,Patch 
CATAPRES-TTS 2,Patch 
CATAPRES-TTS 3,Patch 
CAVERJECT,Kit
CAVERJECT,VIAL
CAVERJECT,Syringe
CAYSTON,VIAL-NEB
CAZIANT,Tablet
CCP CAFFEINE FREE,Tablet
CEFACLOR,Capsule
CEFACLOR,Oral Suspension
CEFACLOR ER,Tablet ER 12H
CEFADROXIL,Capsule
CEFADROXIL,Tablet
CEFADROXIL,Oral Suspension
CEFAZOLIN SODIUM,VIAL
CEFAZOLIN SODIUM,BULKBAGINJ
CEFAZOLIN SODIUM,VIAL PORT
CEFAZOLIN SODIUM-DEXTROSE,PIGGYBACK
CEFAZOLIN SODIUM-DEXTROSE,FROZ.PIGGY
CEFDINIR,Capsule
CEFDINIR,Oral Suspension
CEFEPIME,FROZ.PIGGY
CEFEPIME HCL,VIAL
CEFEPIME HCL,BULKBAGINJ
CEFEPIME-DEXTROSE,PIGGYBACK
CEFIXIME,Capsule
CEFIXIME,Oral Suspension
CEFOTAN,VIAL
CEFOTAXIME SODIUM,VIAL
CEFOTETAN,VIAL
CEFOTETAN & DEXTROSE,PIGGYBACK
CEFOXITIN,VIAL
CEFOXITIN SODIUM,PIGGYBACK
CEFPODOXIME PROXETIL,Tablet
CEFPODOXIME PROXETIL,Oral Suspension
CEFPROZIL,Oral Suspension
CEFPROZIL,Tablet
CEFTAZIDIME,PIGGYBACK
CEFTAZIDIME,VIAL
CEFTRIAXONE,VIAL
CEFTRIAXONE,VIAL PORT
CEFTRIAXONE,PIGGYBACK
CEFTRIAXONE,FROZ.PIGGY
CEFTRIAXONE,Bulk Bag Injection
CEFUROXIME,Tablet
CEFUROXIME SODIUM,VIAL
CELEBREX,Capsule
CELECOXIB,Capsule
CELESTONE,VIAL
CELEXA,Tablet
CELEXA,Capsule
CELEXA,Solution
CELLCEPT,Tablet
CELLCEPT,Capsule
CELLCEPT,Oral Suspension
CELLCEPT,VIAL
CELONTIN,Capsule
CEM-UREA,GEL/PF APP
CENTANY,Ointment
CENTANY,Cream (g)
CENTANY,OIN/PF APP
CENTANY AT,Kit
CEPHALEXIN,Capsule
CEPHALEXIN,Oral Suspension
CEPHALEXIN,Tablet
CEQUA,DROPERETTE
CERDELGA,Capsule
CEREBYX,VIAL
CEREZYME,VIAL
CERIANNA,VIAL
CERVIDIL,INSERT ER
CETIRI-D,Tablet ER 12H
CETIRIZINE HCL,Tablet
CETIRIZINE HCL,Solution
CETIRIZINE HCL,Chewable Tablet
CETIRIZINE-PSEUDOEPHEDRINE ER,Tablet ER 12H
CETRAXAL,DROPERETTE
CETRORELIX ACETATE,Kit
CETROTIDE,Kit
CEVIMELINE HCL,Capsule
CHANTIX,Tablet
CHARLOTTE 24 FE,Chewable Tablet
CHATEAL,Tablet
CHATEAL EQ,Tablet
CHIRHOSTIM,VIAL
CHLD ROBITUSSIN COUGH-CHEST DM,Liquid
CHLO HIST,Solution
CHLOPHEDIANOL-DEXCHLORPHEN-PSE,Liquid
CHLORASEPTIC,SPRAY
CHLORDIAZEPOXIDE HCL,Capsule
CHLORDIAZEPOXIDE-AMITRIPTYLINE,Tablet
CHLORDIAZEPOXIDE-CLIDINIUM,Capsule
CHLORHEXIDINE GLUCONATE,MOUTHWASH
CHLORHEXIDINE GLUCONATE,Liquid
CHLORHEXIDINE GLUCONATE,TOWELETTE
CHLORHIST,Tablet
CHLOROQUINE PHOSPHATE,Tablet
CHLOROTHIAZIDE SODIUM,VIAL
CHLORPHENIRAMINE MALEATE,Tablet
CHLORPROMAZINE HCL,Tablet
CHLORPROMAZINE HCL,ORAL CONC
CHLORPROMAZINE HCL,AMPUL
CHLORTABS,Tablet
CHLORTHALIDONE,Tablet
CHLORZOXAZONE,Tablet
CHOCOLATED LAXATIVE,Chewable Tablet
CHOLBAM,Capsule
CHOLESTYRAMINE,POWD PACK
CHOLESTYRAMINE,Powder
CHOLESTYRAMINE LIGHT,POWD PACK
CHOLESTYRAMINE LIGHT,Powder
CHORIONIC GONADOTROPIN,VIAL
CHROMIUM PICOLINATE,Tablet
CIALIS,Tablet
CIBINQO,Tablet
CICLODAN,Solution
CICLODAN,Cream (g)
CICLODAN,COMBO. PKG
CICLOPIROX,Solution
CICLOPIROX,Shampoo
CICLOPIROX,Cream (g)
CICLOPIROX,Gel
CICLOPIROX,SUSPENSION
CIDOFOVIR,VIAL
CILOSTAZOL,Tablet
CILOXAN,Ointment
CILOXAN,Drops
CIMDUO,Tablet
CIMERLI,VIAL
CIMETIDINE,Tablet
CIMETIDINE,Solution
CIMZIA,SYRINGEKIT
CIMZIA,Kit
CINACALCET HCL,Tablet
CINQAIR,VIAL
CINRYZE,VIAL
CINVANTI,VIAL
CIPRO,SUS MC REC
CIPRO HC,Eye Dropper
CIPRODEX,Eye Dropper
CIPROFLOXACIN,SUS MC REC
CIPROFLOXACIN HCL,Tablet
CIPROFLOXACIN HCL,Drops
CIPROFLOXACIN HCL,DROPERETTE
CIPROFLOXACIN HCL-FLUOCINOLONE,VIAL
CIPROFLOXACIN-D5W,PIGGYBACK
CIPROFLOXACIN-DEXAMETHASONE,Eye Dropper
CISATRACURIUM BESYLATE,VIAL
CISPLATIN,VIAL
CITALOPRAM HBR,Tablet
CITALOPRAM HBR,Capsule
CITALOPRAM HBR,Solution
CITRACAL + D MAXIMUM,Tablet
CITRACAL-D3 PETITES,Tablet
CITRANATAL 90 DHA,COMBO. PKG
CITRANATAL ASSURE,COMBO. PKG
CITRANATAL DHA,COMBO. PKG
CITRANATAL HARMONY,Capsule
CITRATE OF MAGNESIA,Solution
CITROMA,Solution
CITRUCEL,Capsule
CITRUCEL,Tablet
CITRUCEL,Powder
CITRUS CALCIUM-VITAMIN D3,Tablet
CLADRIBINE,VIAL
CLAFORAN,VIAL
CLAFORAN,VIAL PORT
CLARAVIS,Capsule
CLARINEX,Tablet
CLARINEX,TAB RAPDIS
CLARINEX-D 12 HOUR,TBMP 12HR
CLARISCAN,Syringe
CLARISCAN,VIAL
CLARISPRAY,SPRAY SUSP
CLARITHROMYCIN,Tablet
CLARITHROMYCIN,Oral Suspension
CLARITHROMYCIN ER,Tablet ER 24H
CLARITIN,Tablet
CLARITIN,Capsule
CLARITIN,TAB RAPDIS
CLARITIN,SPRAY SUSP
CLARITIN,Liquid
CLARITIN,Chewable Tablet
CLARITIN,Solution
CLARITIN-D 12 HOUR,Tablet ER 12H
CLEMASTINE FUMARATE,Tablet
CLEMASTINE FUMARATE,SYRUP
CLENIA PLUS,SUSPENSION
CLENPIQ,Solution
CLEOCIN,SUPP.VAG
CLEOCIN,CREAM/APPL
CLEOCIN HCL,Capsule
CLEOCIN PEDIATRIC,SOLN RECON
CLEOCIN PHOSPHATE,Lotion
CLEOCIN PHOSPHATE,Gel
CLEOCIN PHOSPHATE,Solution
CLEOCIN PHOSPHATE,CREAM/APPL
CLEOCIN PHOSPHATE,MED. SWAB
CLEOCIN PHOSPHATE,GEL DAILY
CLEOCIN PHOSPHATE,Foam
CLEOCIN PHOSPHATE,VIAL
CLEOCIN T,Lotion
CLEOCIN T,Gel
CLEOCIN T,Solution
CLEOCIN T,CREAM/APPL
CLEOCIN T,MED. SWAB
CLEOCIN T,GEL DAILY
CLEOCIN T,Foam
CLEOCIN T,VIAL
CLEVIPREX,VIAL
CLIMARA,Patch 
CLIMARA PRO,Patch 
CLINDACIN ETZ,Kit
CLINDACIN ETZ,MED. SWAB
CLINDACIN P,Lotion
CLINDACIN P,Gel
CLINDACIN P,Solution
CLINDACIN P,CREAM/APPL
CLINDACIN P,MED. SWAB
CLINDACIN P,GEL DAILY
CLINDACIN P,Foam
CLINDACIN P,VIAL
CLINDACIN PAC,Kit
CLINDAGEL,Lotion
CLINDAGEL,Gel
CLINDAGEL,Solution
CLINDAGEL,CREAM/APPL
CLINDAGEL,MED. SWAB
CLINDAGEL,GEL DAILY
CLINDAGEL,Foam
CLINDAGEL,VIAL
CLINDAMYCIN (PEDIATRIC),SOLN RECON
CLINDAMYCIN HCL,Capsule
CLINDAMYCIN PHOS-BENZOYL PEROX,Gel
CLINDAMYCIN PHOS-BENZOYL PEROX,GEL W/PUMP
CLINDAMYCIN PHOS-TRETINOIN,Gel
CLINDAMYCIN PHOSPHATE,Lotion
CLINDAMYCIN PHOSPHATE,Gel
CLINDAMYCIN PHOSPHATE,Solution
CLINDAMYCIN PHOSPHATE,CREAM/APPL
CLINDAMYCIN PHOSPHATE,MED. SWAB
CLINDAMYCIN PHOSPHATE,GEL DAILY
CLINDAMYCIN PHOSPHATE,Foam
CLINDAMYCIN PHOSPHATE,VIAL
CLINDAMYCIN PHOSPHATE-D5W,PIGGYBACK
CLINDAMYCIN-BENZOYL PEROXIDE,Gel
CLINDAMYCIN-BENZOYL PEROXIDE,GEL W/PUMP
CLINDESSE,Cream
CLINERE EAR WAX REMOVAL,Drops
CLOBAZAM,Tablet
CLOBAZAM,Oral Suspension
CLOBETASOL EMOLLIENT,Cream (g)
CLOBETASOL EMOLLIENT,Foam
CLOBETASOL EMULSION,Foam
CLOBETASOL PROPIONATE,Ointment
CLOBETASOL PROPIONATE,Cream (g)
CLOBETASOL PROPIONATE,Solution
CLOBETASOL PROPIONATE,Shampoo
CLOBETASOL PROPIONATE,Foam
CLOBETASOL PROPIONATE,Gel
CLOBETASOL PROPIONATE,Lotion
CLOBETASOL PROPIONATE,SPRAY
CLOBEX,Ointment
CLOBEX,Cream (g)
CLOBEX,Solution
CLOBEX,Shampoo
CLOBEX,Foam
CLOBEX,Gel
CLOBEX,Lotion
CLOBEX,SPRAY
CLOCORTOLONE PIVALATE,Cream (g)
CLODAN,Shampoo
CLODAN,KT SHM CLN
CLODERM,Cream (g)
CLOFARABINE,VIAL
CLOLAR,VIAL
CLOMID,Tablet
CLOMIPHENE CITRATE,Tablet
CLOMIPRAMINE HCL,Capsule
CLONAZEPAM,Tablet
CLONAZEPAM,TAB RAPDIS
CLONIDINE,Patch 
CLONIDINE HCL,Tablet
CLONIDINE HCL,VIAL
CLONIDINE HCL ER,Tablet ER 12H
CLONIDINE HCL ER,Tablet ER 24H
CLOPIDOGREL,Tablet
CLORAZEPATE DIPOTASSIUM,Tablet
CLOTRIMAZOLE,Cream (g)
CLOTRIMAZOLE,Solution
CLOTRIMAZOLE,CREAM/APPL
CLOTRIMAZOLE,TROCHE
CLOTRIMAZOLE AF,Cream (g)
CLOTRIMAZOLE-3,CREAM/APPL
CLOTRIMAZOLE-7,CREAM/APPL
CLOTRIMAZOLE-BETAMETHASONE,Cream (g)
CLOTRIMAZOLE-BETAMETHASONE,Lotion
CLOZAPINE,Tablet
CLOZAPINE ODT,TAB RAPDIS
CLOZARIL,Tablet
CNJ-016 (NATIONAL STOCKPILE),VIAL
CO Q-10,Capsule
CO Q10,Capsule
COAGADEX,VIAL
COARTEM,Tablet
CODEINE SULFATE,Tablet
CODEINE-GUAIFENESIN,Liquid
COENZYME Q-10,Capsule
COENZYME Q10,Capsule
COENZYME Q10,Tablet
COENZYME Q10,Liquid
COL-RITE,Capsule
COLACE,Capsule
COLAZAL,Capsule
COLCHICINE,Tablet
COLCHICINE,Capsule
COLCRYS,Tablet
COLCRYS,Capsule
COLESEVELAM HCL,Tablet
COLESEVELAM HCL,POWD PACK
COLESTID,Tablet
COLESTID,PACKET
COLESTID,GRANULES
COLESTIPOL HCL,Tablet
COLESTIPOL HCL,PACKET
COLESTIPOL HCL,GRANULES
COLISTIMETHATE,VIAL
COLY-MYCIN M PARENTERAL,VIAL
COMBIGAN,Drops
COMBIPATCH,PATCH TDSW
COMBIVENT RESPIMAT,MIST INHAL
COMBIVIR,Tablet
COMETRIQ,Capsule
COMFORT GEL,Oral Suspension
COMPAZINE,SUPP.RECT
COMPLERA,Tablet
COMPLETE,Chewable Tablet
COMPLETE ALLERGY,Tablet
COMPLETE ALLERGY,Capsule
COMPLETE NATAL DHA,COMBO. PKG
COMPOUND W,Gel
COMPOUND W,Liquid
COMPOUND W,Patch
COMPOUND W,EACH
COMPOUND W DUAL POWER,Kit
COMPRO,SUPP.RECT
COMTAN,Tablet
CONCEPT DHA,Capsule
CONCERTA,TAB ER 24
CONCERTA,Tablet
CONCERTA,CSBP 40-60
CONDYLOX,Gel
CONEX,Tablet
CONEX,Solution
CONGEST-EZE PE,Tablet
CONJUPRI,Tablet
CONSTULOSE,Solution
CONTAC COLD-FLU,Tablet
CONTAC COLD-FLU,TABLET SEQ
CONTAC COLD-FLU NIGHT,Liquid
CONTRAVE,Tablet
CONZIP,CPBP 25-75
CONZIP,CPBP 17-83
COOL N HEAT,Cream (g)
COOL N HEAT,STICK (G)
COOL N HEAT,Liquid
COPAXONE,Syringe
COPIKTRA,Capsule
COQ-10,Capsule
CORDRAN,MED. TAPE
CORDRAN,Cream (g)
CORDRAN,Ointment
CORDRAN,Lotion
COREG,Tablet
COREG CR,CPMP 24HR
COREMINO,Tablet ER 24H
CORGARD,Tablet
CORICIDIN HBP CHEST CONG-COUGH,Capsule
CORICIDIN HBP COLD AND FLU,Tablet
CORICIDIN HBP COLD-MULTI SYMPT,Liquid
CORICIDIN HBP COUGH AND COLD,Tablet
CORICIDIN HBP FLU,Tablet
CORICIDIN HBP MAX STRENGTH FLU,Tablet
CORIFACT,VIAL
CORLANOR,Tablet
CORLANOR,Solution
CORLOPAM,VIAL
CORN REMOVER,Patch
CORN-CALLUS REMOVER,Kit
CORRECTOL,TABLET DR
CORRECTOL,SUPP.RECT
CORRECTOL,Tablet
CORTANE-B,Lotion
CORTEF,Cream (g)
CORTEF,Ointment
CORTEF,CRM/PE APP
CORTEF,Tablet
CORTEF,Lotion
CORTEF,ENEMA
CORTENEMA,Cream (g)
CORTENEMA,Ointment
CORTENEMA,CRM/PE APP
CORTENEMA,Tablet
CORTENEMA,Lotion
CORTENEMA,ENEMA
CORTI-SAV,Cream (g)
CORTIFOAM,FOAM/APPL
CORTISONE,Cream (g)
CORTISONE,Ointment
CORTISONE,CRM/PE APP
CORTISONE,Tablet
CORTISONE,Lotion
CORTISONE,ENEMA
CORTISONE WITH ALOE,Cream (g)
CORTISPORIN-TC,Eye Dropper
CORTROPHIN,VIAL
CORVERT,VIAL
COSELA,VIAL
COSENTYX (2 SYRINGES),Syringe
COSENTYX PEN,PEN INJCTR
COSENTYX PEN (2 PENS),PEN INJCTR
COSENTYX SYRINGE,Syringe
