name,form,qty
DEPAKOTE ER,Tablet ER 24H,60
DEPAKOTE ER,Tablet ER 24H,90
DEPAKOTE ER,Tablet ER 24H,30
DEPAKOTE ER,Tablet ER 24H,180
DEPAKOTE ER,Tablet ER 24H,120
DEPAKOTE SPRINKLE,TABLET DR,60
DEPAKOTE SPRINKLE,TABLET DR,30
DEPAKOTE SPRINKLE,TABLET DR,90
DEPAKOTE SPRINKLE,TABLET DR,180
DEPAKOTE SPRINKLE,TABLET DR,120
DEPAKOTE SPRINKLE,CAP DR SPR,60
DEPAKOTE SPRINKLE,CAP DR SPR,180
DEPAKOTE SPRINKLE,CAP DR SPR,120
DEPAKOTE SPRINKLE,CAP DR SPR,90
DEPAKOTE SPRINKLE,CAP DR SPR,240
DEPEN,Capsule,60
DEPEN,Capsule,120
DEPEN,Capsule,30
DEPEN,Tablet,30
DEPLIN-ALGAL OIL,Capsule,30
DEPO-MEDROL,VIAL,1
DEPO-MEDROL,VIAL,2
DEPO-MEDROL,VIAL,10
DEPO-MEDROL,VIAL,50
DEPO-MEDROL,VIAL,4
DEPO-PROVERA,Tablet,10
DEPO-PROVERA,Tablet,30
DEPO-PROVERA,Tablet,5
DEPO-PROVERA,Tablet,7
DEPO-PROVERA,Tablet,60
DEPO-PROVERA,Tablet,1
DEPO-PROVERA,VIAL,1
DEPO-PROVERA,VIAL,3
DEPO-PROVERA,VIAL,2
DEPO-PROVERA,VIAL,4
DEPO-PROVERA,VIAL,90
DEPO-PROVERA,Syringe,1
DEPO-PROVERA,Syringe,3
DEPO-PROVERA,Syringe,2
DEPO-PROVERA,Syringe,4
DEPO-PROVERA,Syringe,10
DEPO-SUBQ PROVERA 104,Syringe,0.65
DEPO-SUBQ PROVERA 104,Syringe,1.3
DEPO-SUBQ PROVERA 104,Syringe,3.9
DEPO-TESTOSTERONE,VIAL,4
DEPO-TESTOSTERONE,VIAL,2
DEPO-TESTOSTERONE,VIAL,1
DEPO-TESTOSTERONE,VIAL,10
DEPO-TESTOSTERONE,VIAL,3
DERMA-SMOOTHE-FS,OIL,118.28
DERMA-SMOOTHE-FS,OIL,236.56
DERMA-SMOOTHE-FS,OIL,354.84
DERMA-SMOOTHE-FS,OIL,591.4
DERMA-SMOOTHE-FS,Solution,60
DERMA-SMOOTHE-FS,Solution,120
DERMA-SMOOTHE-FS,Solution,20
DERMA-SMOOTHE-FS,Solution,90
DERMA-SMOOTHE-FS,Solution,180
DERMA-SMOOTHE-FS,Solution,118.28
DERMA-SMOOTHE-FS,Ointment,15
DERMA-SMOOTHE-FS,Ointment,60
DERMA-SMOOTHE-FS,Ointment,30
DERMA-SMOOTHE-FS,Ointment,45
DERMA-SMOOTHE-FS,Ointment,50
DERMA-SMOOTHE-FS,Ointment,118.28
DERMA-SMOOTHE-FS,Cream (g),15
DERMA-SMOOTHE-FS,Cream (g),30
DERMA-SMOOTHE-FS,Cream (g),60
DERMA-SMOOTHE-FS,Cream (g),22
DERMA-SMOOTHE-FS,Cream (g),40
DERMA-SMOOTHE-FS,Cream (g),118.28
DERMACINRX ATRIX,Liquid,240
DERMACINRX ATRIX,CLEANSER,177
DERMACINRX ATRIX,CLEANSER,60
DERMACINRX ATRIX,CLEANSER,240
DERMACINRX ATRIX,CREAM(ML),59
DERMACINRX ATRIX,CREAM(ML),240
DERMACINRX CIRCATA,Cream (g),57
DERMACINRX CIRCATRIX,Cream (g),57
DERMACINRX LIDOGEL,Gel,100
DERMACINRX LIDOREX,Gel,100
DERMACINRX PENETRAL,CREAM(ML),118
DERMACINRX PENETRAL,CREAM(ML),237
DERMACINRX PRIZOPAK,Cream (g),30
DERMACINRX PRIZOPAK,Cream (g),60
DERMACINRX PRIZOPAK,Cream (g),90
DERMACINRX PRIZOPAK,Cream (g),5
DERMACINRX PRIZOPAK,Cream (g),120
DERMACINRX PRIZOPAK,Cream (g),1
DERMACINRX PRIZOPAK,Kit,1
DERMACINRX PRIZOPAK,Kit,30
DERMACINRX PRIZOPAK,Kit,2
DERMACINRX PRIZOPAK,Kit,3
DERMACINRX PRIZOPAK,Kit,6
DERMAFUNGAL,Cream (g),30
DERMAFUNGAL,Cream (g),60
DERMAFUNGAL,Cream (g),14
DERMAFUNGAL,Cream (g),28
DERMAFUNGAL,Cream (g),15
DERMALID,COMBO. PKG,5
DERMAREST ECZEMA,Cream (g),28
DERMAREST ECZEMA,Cream (g),84
DERMAREST ECZEMA,Cream (g),28.35
DERMAREST ECZEMA,Cream (g),30
DERMAREST ECZEMA,Cream (g),454
DERMAREST ECZEMA,Cream (g),120
DERMAREST ECZEMA,Ointment,28.35
DERMAREST ECZEMA,Ointment,20
DERMAREST ECZEMA,Ointment,56.7
DERMAREST ECZEMA,Ointment,60
DERMAREST ECZEMA,Ointment,454
DERMAREST ECZEMA,Ointment,120
DERMAREST ECZEMA,CRM/PE APP,30
DERMAREST ECZEMA,CRM/PE APP,28
DERMAREST ECZEMA,CRM/PE APP,28.35
DERMAREST ECZEMA,CRM/PE APP,56
DERMAREST ECZEMA,CRM/PE APP,60
DERMAREST ECZEMA,CRM/PE APP,120
DERMAREST ECZEMA,Tablet,90
DERMAREST ECZEMA,Tablet,60
DERMAREST ECZEMA,Tablet,180
DERMAREST ECZEMA,Tablet,30
DERMAREST ECZEMA,Tablet,270
DERMAREST ECZEMA,Tablet,120
DERMAREST ECZEMA,Lotion,59
DERMAREST ECZEMA,Lotion,118
DERMAREST ECZEMA,Lotion,177
DERMAREST ECZEMA,Lotion,30
DERMAREST ECZEMA,Lotion,45
DERMAREST ECZEMA,Lotion,120
DERMAREST ECZEMA,ENEMA,420
DERMAREST ECZEMA,ENEMA,840
DERMAREST ECZEMA,ENEMA,1680
DERMAREST ECZEMA,ENEMA,60
DERMAREST ECZEMA,ENEMA,30
DERMAREST ECZEMA,ENEMA,120
DERMAREST PSORIASIS,Shampoo,133
DERMAREST PSORIASIS,Shampoo,250
DERMAREST PSORIASIS,Shampoo,120
DERMAREST PSORIASIS,Shampoo,118
DERMAREST PSORIASIS,Shampoo,135
DERMAREST PSORIASIS,Lotion,118
DERMAREST PSORIASIS,Lotion,133
DERMAREST PSORIASIS,GEL (ML),118
DERMAREST PSORIASIS,GEL (ML),133
DERMASARRA,Lotion,222
DERMASARRA,Lotion,666
DERMASARRA,Lotion,444
DERMASARRA,Lotion,225
DERMASARRA,Lotion,120
DERMOTIC,Drops,20
DERMOTIC,Drops,10
DERMOTIC,Drops,40
DERMOTIC,Drops,60
DERMOTIC,Drops,1
DERMULCERA,Ointment,60
DERMULCERA,Ointment,28.35
DERMULCERA,Ointment,56.7
DERMULCERA,Ointment,170.1
DERMULCERA,Ointment,57
DESCOVY,Tablet,30
DESCOVY,Tablet,90
DESCOVY,Tablet,3
DESCOVY,Tablet,5
DESCOVY,Tablet,2
DESENEX,Powder,71
DESENEX,Powder,85
DESENEX,Powder,43
DESENEX,Powder,70
DESENEX,Powder,86
DESFERAL MESYLATE,VIAL,60
DESFLURANE,Liquid,240
DESGEN DM,Liquid,118
DESIPRAMINE HCL,Tablet,30
DESIPRAMINE HCL,Tablet,90
DESIPRAMINE HCL,Tablet,60
DESIPRAMINE HCL,Tablet,100
DESIPRAMINE HCL,Tablet,270
DESITIN,PASTE (G),113
DESITIN,PASTE (G),57
DESITIN,PASTE (G),28
DESITIN,PASTE (G),454
DESITIN,PASTE (G),84
DESLORATADINE,Tablet,30
DESLORATADINE,Tablet,90
DESLORATADINE,Tablet,10
DESLORATADINE,Tablet,7
DESLORATADINE,Tablet,60
DESLORATADINE,TAB RAPDIS,10
DESLORATADINE,TAB RAPDIS,30
DESLORATADINE,TAB RAPDIS,90
DESLORATADINE,TAB RAPDIS,7
DESLORATADINE,TAB RAPDIS,15
DESMOPRESSIN ACETATE,Tablet,30
DESMOPRESSIN ACETATE,Tablet,90
DESMOPRESSIN ACETATE,Tablet,60
DESMOPRESSIN ACETATE,Tablet,180
DESMOPRESSIN ACETATE,Tablet,270
DESMOPRESSIN ACETATE,SPRAY/PUMP,5
DESMOPRESSIN ACETATE,SPRAY/PUMP,15
DESMOPRESSIN ACETATE,SPRAY/PUMP,10
DESMOPRESSIN ACETATE,SPRAY/PUMP,20
DESMOPRESSIN ACETATE,SPRAY/PUMP,30
DESMOPRESSIN ACETATE,VIAL,10
DESMOPRESSIN ACETATE,VIAL,120
DESMOPRESSIN ACETATE,VIAL,30
DESMOPRESSIN ACETATE,AMPUL,1
DESMOPRESSIN ACETATE,AMPUL,30
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,28
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,84
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,112
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,56
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,168
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,28
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,84
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,112
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,56
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,168
DESONIDE,Cream (g),15
DESONIDE,Cream (g),60
DESONIDE,Cream (g),30
DESONIDE,Cream (g),45
DESONIDE,Cream (g),120
DESONIDE,Ointment,60
DESONIDE,Ointment,15
DESONIDE,Ointment,30
DESONIDE,Ointment,45
DESONIDE,Ointment,105
DESONIDE,Lotion,59
DESONIDE,Lotion,118
DESONIDE,Lotion,30
DESONIDE,Lotion,60
DESONIDE,Lotion,236
DESONIDE,Lotion,15
DESONIDE,Gel,60
DESONIDE,Gel,15
DESOWEN,Cream (g),15
DESOWEN,Cream (g),60
DESOWEN,Cream (g),30
DESOWEN,Cream (g),45
DESOWEN,Cream (g),120
DESOWEN,Ointment,60
DESOWEN,Ointment,15
DESOWEN,Ointment,30
DESOWEN,Ointment,45
DESOWEN,Ointment,105
DESOWEN,Lotion,59
DESOWEN,Lotion,118
DESOWEN,Lotion,30
DESOWEN,Lotion,60
DESOWEN,Lotion,236
DESOWEN,Lotion,15
DESOWEN,Gel,60
DESOWEN,Gel,15
DESOXIMETASONE,Cream (g),60
DESOXIMETASONE,Cream (g),30
DESOXIMETASONE,Cream (g),15
DESOXIMETASONE,Cream (g),100
DESOXIMETASONE,Cream (g),90
DESOXIMETASONE,Ointment,60
DESOXIMETASONE,Ointment,15
DESOXIMETASONE,Ointment,30
DESOXIMETASONE,Ointment,100
DESOXIMETASONE,Ointment,120
DESOXIMETASONE,Gel,15
DESOXIMETASONE,Gel,60
DESOXIMETASONE,Gel,30
DESOXIMETASONE,Gel,120
DESOXIMETASONE,SPRAY,100
DESOXIMETASONE,SPRAY,60
DESOXYN,Tablet,150
DESOXYN,Tablet,120
DESOXYN,Tablet,30
DESOXYN,Tablet,10
DESOXYN,Tablet,90
DESPEC DM,Liquid,118
DESPEC DM-G,Liquid,118
DESRX,Gel,60
DESVENLAFAXINE ER,Tablet ER 24H,30
DESVENLAFAXINE ER,Tablet ER 24H,90
DESVENLAFAXINE ER,Tablet ER 24H,7
DESVENLAFAXINE ER,Tablet ER 24H,15
DESVENLAFAXINE ER,Tablet ER 24H,60
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,30
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,90
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,60
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,7
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,3
DETROL,Tablet,60
DETROL,Tablet,30
DETROL,Tablet,180
DETROL,Tablet,90
DETROL,Tablet,14
DETROL LA,Capsule ER 24H,30
DETROL LA,Capsule ER 24H,90
DETROL LA,Capsule ER 24H,14
DETROL LA,Capsule ER 24H,60
DETROL LA,Capsule ER 24H,7
DEX4 GLUCOSE,Chewable Tablet,50
DEX4 GLUCOSE,Chewable Tablet,30
DEX4 GLUCOSE,Chewable Tablet,100
DEX4 GLUCOSE,Chewable Tablet,10
DEX4 GLUCOSE,Chewable Tablet,20
DEX4 GLUCOSE,Liquid,59
DEX4 GLUCOSE,Liquid,50
DEXABLISS,TAB DS PK,39
DEXAMETHASONE,Tablet,12
DEXAMETHASONE,Tablet,36
DEXAMETHASONE,Tablet,5
DEXAMETHASONE,Tablet,6
DEXAMETHASONE,Tablet,2
DEXAMETHASONE,Solution,500
DEXAMETHASONE,Solution,240
DEXAMETHASONE,Solution,100
DEXAMETHASONE,Solution,20
DEXAMETHASONE,Solution,40
DEXAMETHASONE,Solution,12
DEXAMETHASONE,ELIXIR,237
DEXAMETHASONE,ELIXIR,100
DEXAMETHASONE,ELIXIR,60
DEXAMETHASONE,ELIXIR,300
DEXAMETHASONE,ELIXIR,500
DEXAMETHASONE,ELIXIR,12
DEXAMETHASONE,TAB DS PK,51
DEXAMETHASONE,TAB DS PK,12
DEXAMETHASONE INTENSOL,Drops,30
DEXAMETHASONE INTENSOL,Drops,10
DEXAMETHASONE INTENSOL,Drops,8
DEXAMETHASONE INTENSOL,Drops,5
DEXAMETHASONE INTENSOL,Drops,16
DEXAMETHASONE SODIUM PHOSPHATE,Drops,5
DEXAMETHASONE SODIUM PHOSPHATE,Drops,10
DEXAMETHASONE SODIUM PHOSPHATE,Drops,15
DEXAMETHASONE SODIUM PHOSPHATE,Drops,20
DEXAMETHASONE SODIUM PHOSPHATE,Drops,25
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,1
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,30
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,3
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,5
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,2
DEXAMETHASONE SODIUM PHOSPHATE,Syringe,2
DEXAMETHASONE SODIUM PHOSPHATE,Syringe,5
DEXCHLORPHENIRAMINE MALEATE,Solution,118
DEXCHLORPHENIRAMINE MALEATE,Solution,60
DEXCHLORPHENIRAMINE MALEATE,Solution,150
DEXEDRINE,Capsule ER,30
DEXEDRINE,Capsule ER,60
DEXEDRINE,Capsule ER,90
DEXEDRINE,Capsule ER,120
DEXEDRINE,Capsule ER,10
DEXILANT,CAP DR BP,30
DEXILANT,CAP DR BP,90
DEXILANT,CAP DR BP,60
DEXILANT,CAP DR BP,10
DEXILANT,CAP DR BP,7
DEXLANSOPRAZOLE DR,CAP DR BP,30
DEXLANSOPRAZOLE DR,CAP DR BP,90
DEXLANSOPRAZOLE DR,CAP DR BP,60
DEXLANSOPRAZOLE DR,CAP DR BP,10
DEXLANSOPRAZOLE DR,CAP DR BP,7
DEXMEDETOMIDINE HCL,VIAL,2
DEXMEDETOMIDINE-D5W,PLAST. BAG,50
DEXMETHYLPHENIDATE HCL,Tablet,60
DEXMETHYLPHENIDATE HCL,Tablet,30
DEXMETHYLPHENIDATE HCL,Tablet,90
DEXMETHYLPHENIDATE HCL,Tablet,120
DEXMETHYLPHENIDATE HCL,Tablet,75
DEXMETHYLPHENIDATE HCL ER,CPBP 50-50,30
DEXMETHYLPHENIDATE HCL ER,CPBP 50-50,60
DEXMETHYLPHENIDATE HCL ER,CPBP 50-50,90
DEXMETHYLPHENIDATE HCL ER,CPBP 50-50,14
DEXMETHYLPHENIDATE HCL ER,CPBP 50-50,15
DEXRAZOXANE,VIAL,1
DEXTENZA,INSERT,1
DEXTENZA,INSERT,10
DEXTROAMPHETAMINE SULFATE,Tablet,60
DEXTROAMPHETAMINE SULFATE,Tablet,90
DEXTROAMPHETAMINE SULFATE,Tablet,30
DEXTROAMPHETAMINE SULFATE,Tablet,120
DEXTROAMPHETAMINE SULFATE,Tablet,180
DEXTROAMPHETAMINE SULFATE,Solution,75
DEXTROAMPHETAMINE SULFATE,Solution,300
DEXTROAMPHETAMINE SULFATE,Solution,310
DEXTROAMPHETAMINE SULFATE,Solution,450
DEXTROAMPHETAMINE SULFATE,Solution,60
DEXTROAMPHETAMINE SULFATE ER,Capsule ER,30
DEXTROAMPHETAMINE SULFATE ER,Capsule ER,60
DEXTROAMPHETAMINE SULFATE ER,Capsule ER,90
DEXTROAMPHETAMINE SULFATE ER,Capsule ER,120
DEXTROAMPHETAMINE SULFATE ER,Capsule ER,10
DEXTROAMPHETAMINE-AMPHET ER,Capsule ER 24H,30
DEXTROAMPHETAMINE-AMPHET ER,Capsule ER 24H,60
DEXTROAMPHETAMINE-AMPHET ER,Capsule ER 24H,90
DEXTROAMPHETAMINE-AMPHET ER,Capsule ER 24H,28
DEXTROAMPHETAMINE-AMPHET ER,Capsule ER 24H,56
DEXTROAMPHETAMINE-AMPHETAMINE,Tablet,60
DEXTROAMPHETAMINE-AMPHETAMINE,Tablet,90
DEXTROAMPHETAMINE-AMPHETAMINE,Tablet,30
DEXTROAMPHETAMINE-AMPHETAMINE,Tablet,75
DEXTROAMPHETAMINE-AMPHETAMINE,Tablet,45
DEXTROMETHORPH-GUAIF-PHENYLEPH,Liquid,240
DEXTROMETHORPH-GUAIF-PHENYLEPH,Liquid,120
DEXTROMETHORPH-GUAIF-PHENYLEPH,Liquid,150
DEXTROMETHORPH-GUAIF-PHENYLEPH,Liquid,200
DEXTROMETHORPH-GUAIF-PHENYLEPH,Liquid,180
DEXTROMETHORPHAN HBR,Capsule,20
DEXTROMETHORPHAN HBR,Capsule,60
DEXTROMETHORPHAN HBR,Capsule,90
DEXTROMETHORPHAN HBR,Capsule,120
DEXTROMETHORPHAN HBR,Capsule,40
DEXTROMETHORPHAN POLISTIREX,SUS ER 12H,89
DEXTROMETHORPHAN POLISTIREX,SUS ER 12H,148
DEXTROMETHORPHAN POLISTIREX,SUS ER 12H,200
DEXTROMETHORPHAN POLISTIREX,SUS ER 12H,140
DEXTROMETHORPHAN POLISTIREX,SUS ER 12H,50
DEXTROMETHORPHAN-GUAIFENESN-PE,Tablet,30
DEXTROMETHORPHAN-GUAIFENESN-PE,Tablet,20
DEXTROMETHORPHAN-GUAIFENESN-PE,Tablet,42
DEXTROMETHORPHAN-GUAIFENESN-PE,Tablet,14
DEXTROMETHORPHAN-GUAIFENESN-PE,Tablet,28
DEXTROSE IN WATER,IV SOLN,25
DEXTROSE IN WATER,IV SOLN,50
DEXTROSE IN WATER,IV SOLN,100
DEXTROSE IN WATER,IV SOLN,150
DEXTROSE IN WATER,IV SOLN,250
DEXTROSE IN WATER,VIAL,10
DEXTROSE IN WATER,VIAL,40
DEXTROSE IN WATER,VIAL,25
DEXTROSE IN WATER,Syringe,50
DEXTROSE IN WATER,Syringe,25
DEXTROSE IN WATER,PGGYBK PRT,50
DEXTROSE IN WATER,PGGYBK PRT,100
DEXTROSE IN WATER,PGGYBK PRT,250
DEXTROSE IN WATER,PGGYBK PRT,25
DEXTROSE IN WATER,PGY VL PRT,50
DEXTROSE IN WATER,PGY VL PRT,100
DEXTROSE IN WATER,PGY VL PRT,25
DEXTROSE IN WATER,DEHP FR BG,250
DEXTROSE IN WATER,DEHP FR BG,500
DEXTROSE IN WATER,DEHP FR BG,1000
DEXTROSE IN WATER,DEHP FR BG,25
DEXYCU,VIAL,0.5
DHIVY,Tablet,90
DHIVY,Tablet,270
DHIVY,Tablet,180
DHIVY,Tablet,540
DHIVY,Tablet,360
DHIVY,TAB RAPDIS,100
DHIVY,TAB RAPDIS,30
DHIVY,TAB RAPDIS,60
DHIVY,TAB RAPDIS,90
DHIVY,TAB RAPDIS,180
DHS SAL,Shampoo,133
DHS SAL,Shampoo,250
DHS SAL,Shampoo,120
DHS SAL,Shampoo,118
DHS SAL,Shampoo,135
DHS TAR,Shampoo,240
DHS TAR,Shampoo,251
DHS TAR,Shampoo,480
DHS TAR,Shampoo,132
DHS TAR,Shampoo,120
DHS TAR GEL,Shampoo,240
DHS TAR GEL,Shampoo,251
DHS TAR GEL,Shampoo,480
DHS TAR GEL,Shampoo,132
DHS TAR GEL,Shampoo,120
DI-DAK-SOL,Solution,473
DIABETIC TUSSIN DM,Liquid,240
DIABETIC TUSSIN DM,Liquid,237
DIABETIC TUSSIN DM,Liquid,118
DIABETIC TUSSIN DM,Liquid,236
DIABETIC TUSSIN DM,Liquid,200
DIABETIC TUSSIN EX,Liquid,120
DIABETIC TUSSIN EX,Liquid,473
DIABETIC TUSSIN EX,Liquid,240
DIABETIC TUSSIN EX,Liquid,118
DIABETIC TUSSIN EX,Liquid,237
DIACOMIT,Capsule,60
DIACOMIT,POWD PACK,60
DIALYVITE VITAMIN D,Capsule,90
DIALYVITE VITAMIN D,Capsule,30
DIALYVITE VITAMIN D,Capsule,100
DIALYVITE VITAMIN D,Capsule,12
DIALYVITE VITAMIN D,Capsule,60
DIAMODE,Tablet,30
DIAMODE,Tablet,60
DIAMODE,Tablet,24
DIAMODE,Tablet,12
DIAMODE,Tablet,20
DIAPER RASH OINTMENT,Ointment,57
DIAPER RASH OINTMENT,Ointment,113
DIAPER RASH OINTMENT,Ointment,168
DIAPER RASH OINTMENT,Ointment,56
DIAPER RASH OINTMENT,Ointment,114
DIAPER RASH OINTMENT,Cream (g),113
DIAPER RASH OINTMENT,Cream (g),45
DIAPER RASH OINTMENT,Cream (g),60
DIAPER RASH OINTMENT,Cream (g),57
DIAPER RASH OINTMENT,PASTE (G),500
DIAPER RASH OINTMENT,PASTE (G),454
DIAPER RASH OINTMENT,PASTE (G),30
DIAPER RASH OINTMENT,PASTE (G),170
DIAPER RASH OINTMENT,PASTE (G),57
DIAPER RASH PASTE,PASTE (G),113
DIAPER RASH PASTE,PASTE (G),57
DIAPER RASH PASTE,PASTE (G),28
DIAPER RASH PASTE,PASTE (G),454
DIAPER RASH PASTE,PASTE (G),84
DIARRHEA RELIEF,Oral Suspension,473
DIARRHEA RELIEF,Oral Suspension,237
DIARRHEA RELIEF,Oral Suspension,118
DIARRHEA RELIEF,Oral Suspension,1680
DIARRHEA RELIEF,Oral Suspension,236
DIASTAT,Kit,1
DIASTAT,Kit,2
DIASTAT,Kit,10
DIASTAT,Kit,3
DIASTAT ACUDIAL,Kit,1
DIASTAT ACUDIAL,Kit,2
DIASTAT ACUDIAL,Kit,4
DIASTAT ACUDIAL,Kit,3
DIASTAT ACUDIAL,Kit,6
DIAZEPAM,Tablet,2
DIAZEPAM,Tablet,30
DIAZEPAM,Tablet,1
DIAZEPAM,Tablet,60
DIAZEPAM,Tablet,10
DIAZEPAM,Kit,1
DIAZEPAM,Kit,2
DIAZEPAM,Kit,4
DIAZEPAM,Kit,3
DIAZEPAM,Kit,6
DIAZEPAM,Solution,60
DIAZEPAM,Solution,10
DIAZEPAM,Solution,20
DIAZEPAM,Solution,70
DIAZEPAM,Solution,90
DIAZEPAM,Solution,2
DIAZEPAM,ORAL CONC,30
DIAZEPAM,ORAL CONC,10
DIAZEPAM,ORAL CONC,60
DIAZEPAM,ORAL CONC,1
DIAZEPAM,ORAL CONC,20
DIAZEPAM,ORAL CONC,2
DIAZEPAM,CARTRIDGE,6
DIAZEPAM,CARTRIDGE,10
DIAZEPAM,CARTRIDGE,4
DIAZEPAM,CARTRIDGE,2
DIAZEPAM,VIAL,5
DIAZEPAM,VIAL,10
DIAZEPAM,VIAL,2
DIAZEPAM,Syringe,2
DIAZOXIDE,Oral Suspension,30
DIAZOXIDE,Oral Suspension,120
DIAZOXIDE,Oral Suspension,90
DIAZOXIDE,Oral Suspension,60
DIAZOXIDE,Oral Suspension,180
DIBENZYLINE,Capsule,100
DIBUCAINE,Ointment,28
DIBUCAINE,Ointment,56
DIBUCAINE,Ointment,30
DIBUCAINE,Ointment,60
DIBUCAINE,Ointment,84
DICLEGIS,TABLET DR,60
DICLEGIS,TABLET DR,30
DICLEGIS,TABLET DR,120
DICLEGIS,TABLET DR,90
DICLEGIS,TABLET DR,20
DICLOFENAC,Capsule,90
DICLOFENAC,Capsule,60
DICLOFENAC,Capsule,21
DICLOFENAC,Capsule,30
DICLOFENAC,Capsule,42
DICLOFENAC EPOLAMINE,PATCH TD12,30
DICLOFENAC EPOLAMINE,PATCH TD12,60
DICLOFENAC EPOLAMINE,PATCH TD12,10
DICLOFENAC EPOLAMINE,PATCH TD12,5
DICLOFENAC EPOLAMINE,PATCH TD12,15
DICLOFENAC POTASSIUM,Tablet,60
DICLOFENAC POTASSIUM,Tablet,30
DICLOFENAC POTASSIUM,Tablet,90
DICLOFENAC POTASSIUM,Tablet,20
DICLOFENAC POTASSIUM,Tablet,21
DICLOFENAC POTASSIUM,Capsule,30
DICLOFENAC POTASSIUM,Capsule,60
DICLOFENAC POTASSIUM,Capsule,120
DICLOFENAC POTASSIUM,Capsule,40
DICLOFENAC POTASSIUM,Capsule,12
DICLOFENAC POTASSIUM,POWD PACK,9
DICLOFENAC POTASSIUM,POWD PACK,18
DICLOFENAC POTASSIUM,POWD PACK,27
DICLOFENAC POTASSIUM,POWD PACK,3
DICLOFENAC POTASSIUM,POWD PACK,30
DICLOFENAC POTASSIUM,POWD PACK,60
DICLOFENAC SODIUM,TABLET DR,60
DICLOFENAC SODIUM,TABLET DR,180
DICLOFENAC SODIUM,TABLET DR,30
DICLOFENAC SODIUM,TABLET DR,20
DICLOFENAC SODIUM,TABLET DR,14
DICLOFENAC SODIUM,Gel,100
DICLOFENAC SODIUM,Gel,200
DICLOFENAC SODIUM,Gel,300
DICLOFENAC SODIUM,Gel,400
DICLOFENAC SODIUM,Gel,500
DICLOFENAC SODIUM,Gel,60
DICLOFENAC SODIUM,Drops,5
DICLOFENAC SODIUM,Drops,10
DICLOFENAC SODIUM,Drops,2.5
DICLOFENAC SODIUM,Drops,3
DICLOFENAC SODIUM,Drops,15
DICLOFENAC SODIUM,Drops,60
DICLOFENAC SODIUM,SOL MD PMP,112
DICLOFENAC SODIUM,SOL MD PMP,224
DICLOFENAC SODIUM,SOL MD PMP,60
DICLOFENAC SODIUM,SOL MD PMP,100
DICLOFENAC SODIUM,SOL MD PMP,122
DICLOFENAC SODIUM ER,Tablet ER 24H,30
DICLOFENAC SODIUM ER,Tablet ER 24H,90
DICLOFENAC SODIUM ER,Tablet ER 24H,14
DICLOFENAC SODIUM ER,Tablet ER 24H,15
DICLOFENAC SODIUM ER,Tablet ER 24H,60
DICLOFENAC SODIUM-MISOPROSTOL,TAB IR DR,60
DICLOFENAC SODIUM-MISOPROSTOL,TAB IR DR,30
DICLOFENAC SODIUM-MISOPROSTOL,TAB IR DR,180
DICLOFENAC SODIUM-MISOPROSTOL,TAB IR DR,90
DICLOFENAC SODIUM-MISOPROSTOL,TAB IR DR,28
DICLOPREP-100,Kit,2
DICLOPREP-100,Kit,1
DICLOPREP-100,Kit,200
DICLOVIX,KIT PAT-DP,1
DICLOXACILLIN SODIUM,Capsule,40
DICLOXACILLIN SODIUM,Capsule,28
DICLOXACILLIN SODIUM,Capsule,56
DICLOXACILLIN SODIUM,Capsule,20
DICLOXACILLIN SODIUM,Capsule,60
DICYCLOMINE HCL,Tablet,30
DICYCLOMINE HCL,Tablet,90
DICYCLOMINE HCL,Tablet,20
DICYCLOMINE HCL,Tablet,120
DICYCLOMINE HCL,Tablet,60
DICYCLOMINE HCL,Capsule,90
DICYCLOMINE HCL,Capsule,270
DICYCLOMINE HCL,Capsule,30
DICYCLOMINE HCL,Capsule,120
DICYCLOMINE HCL,Capsule,60
DICYCLOMINE HCL,Solution,200
DICYCLOMINE HCL,Solution,100
DICYCLOMINE HCL,Solution,60
DICYCLOMINE HCL,Solution,300
DICYCLOMINE HCL,Solution,120
DICYCLOMINE HCL,Solution,30
DICYCLOMINE HCL,AMPUL,56
DICYCLOMINE HCL,AMPUL,90
DICYCLOMINE HCL,AMPUL,100
DICYCLOMINE HCL,AMPUL,120
DICYCLOMINE HCL,AMPUL,30
DICYCLOMINE HCL,VIAL,10
DICYCLOMINE HCL,VIAL,30
